city,date,fare,ride_id,driver_count,type
Karenberg,2/14/2019 14:40,11.06,4340000000000.0,22,Urban
Jerryton,1/16/2019 17:13,22.26,974000000000.0,64,Urban
East Kaylahaven,3/27/2019 0:44,25.29,4840000000000.0,65,Urban
Pattyland,2/11/2019 20:25,33.21,1330000000000.0,59,Urban
South Michelleport,2/6/2019 17:29,25.58,6810000000000.0,72,Urban
Martinezhaven,2/23/2019 0:15,15.48,5950000000000.0,25,Urban
Loganberg,1/5/2019 14:35,5.92,5330000000000.0,23,Urban
New Paulville,4/13/2019 10:23,8.69,592000000000.0,44,Urban
South Evanton,1/10/2019 2:57,37.03,4820000000000.0,11,Urban
Port Angela,2/6/2019 7:07,24.47,1470000000000.0,67,Urban
West Gabriel,4/21/2019 4:50,4.96,2690000000000.0,57,Urban
New Kimberlyborough,3/28/2019 12:48,10.91,935000000000.0,33,Urban
West Anthony,4/16/2019 1:06,17.47,5710000000000.0,70,Urban
West Gabriel,1/16/2019 6:23,25.97,6590000000000.0,57,Urban
Karenside,1/24/2019 7:48,9.39,4830000000000.0,5,Urban
Liumouth,1/1/2019 0:08,37.91,5670000000000.0,69,Urban
Grahamburgh,4/20/2019 21:40,40.06,5160000000000.0,61,Urban
Christopherfurt,5/7/2019 17:27,6.39,7610000000000.0,41,Urban
West Gabriel,5/1/2019 2:18,27.45,2830000000000.0,57,Urban
West Heidi,1/17/2019 3:43,5.78,9110000000000.0,28,Urban
West Angela,1/4/2019 20:45,20.33,1920000000000.0,48,Urban
Christopherfurt,3/25/2019 17:11,7.19,6890000000000.0,41,Urban
Robertport,3/25/2019 18:55,35.29,7880000000000.0,12,Urban
Royland,1/16/2019 2:06,4.89,8050000000000.0,64,Urban
Huntermouth,3/19/2019 17:31,15.05,1680000000000.0,37,Urban
North Madeline,4/7/2019 6:50,11.92,737000000000.0,19,Urban
East Kaylahaven,1/7/2019 20:29,5.56,4660000000000.0,65,Urban
Loganberg,4/18/2019 17:41,22.51,3210000000000.0,23,Urban
North Jason,1/23/2019 21:22,6.54,5610000000000.0,6,Urban
South Latoya,1/31/2019 23:20,14.82,6960000000000.0,10,Urban
Karenberg,3/9/2019 14:47,35.68,8630000000000.0,22,Urban
West Anthony,5/1/2019 17:43,23.76,2930000000000.0,70,Urban
Williamsstad,3/25/2019 16:07,42.93,2210000000000.0,59,Urban
Port Angela,2/6/2019 16:11,11.39,6110000000000.0,67,Urban
Karenside,2/24/2019 5:39,27.64,8060000000000.0,5,Urban
East Kaylahaven,3/21/2019 22:54,9.42,1470000000000.0,65,Urban
South Michelleport,3/23/2019 16:45,14.72,491000000000.0,72,Urban
Pattyland,1/14/2019 20:49,40.21,5830000000000.0,59,Urban
Port Samanthamouth,2/28/2019 20:01,38.42,2110000000000.0,57,Urban
Reynoldsfurt,4/11/2019 9:09,42.97,1390000000000.0,67,Urban
Pattyland,3/27/2019 6:49,8.57,3070000000000.0,59,Urban
North Jasmine,4/24/2019 8:05,14.11,4190000000000.0,33,Urban
North Madeline,3/31/2019 3:35,21.24,654000000000.0,19,Urban
West Anthony,2/11/2019 5:48,15.55,5990000000000.0,70,Urban
Lake Danielberg,1/28/2019 15:49,25.98,1420000000000.0,19,Urban
Royland,2/19/2019 8:25,13.02,186000000000.0,64,Urban
Reynoldsfurt,3/8/2019 7:06,6.08,2570000000000.0,67,Urban
Roberthaven,2/9/2019 0:25,11.71,8180000000000.0,47,Urban
South Evanton,2/25/2019 11:11,15.94,2730000000000.0,11,Urban
Grahamburgh,3/4/2019 22:51,34.93,5940000000000.0,61,Urban
West Ericstad,3/29/2019 4:59,40.29,810000000000.0,25,Urban
Port Frank,2/17/2019 13:21,32.44,5390000000000.0,23,Urban
Lake Danielberg,2/8/2019 5:26,22.74,9520000000000.0,19,Urban
Erikaland,3/24/2019 9:50,4.07,6560000000000.0,37,Urban
Port David,2/11/2019 11:59,38.0,7770000000000.0,7,Urban
North Barbara,4/27/2019 0:19,16.89,5100000000000.0,18,Urban
Simpsonburgh,2/27/2019 0:58,13.38,1580000000000.0,21,Urban
North Jason,1/23/2019 5:58,32.77,2990000000000.0,6,Urban
Simpsonburgh,1/6/2019 2:20,27.2,3680000000000.0,21,Urban
South Phillip,4/18/2019 1:17,35.7,4750000000000.0,38,Urban
South Karenland,3/16/2019 2:20,4.87,2390000000000.0,4,Urban
New Paulville,3/14/2019 21:25,20.26,8810000000000.0,44,Urban
Johnton,2/14/2019 18:21,43.93,5440000000000.0,27,Urban
Port Johnbury,2/27/2019 2:44,11.33,3230000000000.0,3,Urban
Joneschester,3/12/2019 21:52,21.17,1580000000000.0,39,Urban
West Samuelburgh,2/12/2019 18:45,6.76,8530000000000.0,73,Urban
Huntermouth,4/28/2019 17:26,31.43,6660000000000.0,37,Urban
Deanville,4/1/2019 0:11,22.65,7000000000000.0,49,Urban
Leahton,2/15/2019 17:00,25.84,9240000000000.0,17,Urban
Hurleymouth,4/13/2019 18:15,40.93,4920000000000.0,36,Urban
West Anthony,3/21/2019 1:28,15.64,4750000000000.0,70,Urban
Karenside,1/23/2019 23:30,37.62,1950000000000.0,5,Urban
West Gabriel,2/28/2019 12:03,31.82,4150000000000.0,57,Urban
Carriemouth,3/26/2019 10:39,26.91,7850000000000.0,52,Urban
South Michelleport,3/1/2019 22:01,24.55,9790000000000.0,72,Urban
Rodneyfort,5/5/2019 3:19,22.24,5390000000000.0,34,Urban
Deanville,3/7/2019 7:21,31.08,9710000000000.0,49,Urban
Reynoldsfurt,5/4/2019 12:38,8.81,3240000000000.0,67,Urban
Justinberg,4/27/2019 12:41,18.99,3030000000000.0,39,Urban
Huntermouth,3/2/2019 10:47,10.89,1650000000000.0,37,Urban
West Robert,2/27/2019 20:51,8.37,490000000000.0,39,Urban
Port Angela,2/14/2019 13:00,42.04,897000000000.0,67,Urban
South Karenland,1/9/2019 20:59,44.44,3180000000000.0,4,Urban
Port David,3/24/2019 16:37,25.65,2080000000000.0,7,Urban
Liumouth,1/4/2019 3:16,9.1,8150000000000.0,69,Urban
Simpsonburgh,1/18/2019 12:48,15.36,5200000000000.0,21,Urban
South Evanton,4/14/2019 20:12,19.53,8350000000000.0,11,Urban
West Heidi,4/6/2019 8:54,25.06,8920000000000.0,28,Urban
Port Frank,1/14/2019 9:19,43.27,491000000000.0,23,Urban
East Kaylahaven,2/23/2019 0:41,15.94,1600000000000.0,65,Urban
North Madeline,1/28/2019 9:57,42.24,583000000000.0,19,Urban
Liumouth,4/14/2019 21:17,38.95,14588103145.0,69,Urban
North Madeline,3/6/2019 19:26,26.34,1880000000000.0,19,Urban
Williamsview,4/15/2019 16:09,44.74,2760000000000.0,46,Urban
North Barbara,3/16/2019 10:22,25.06,9750000000000.0,18,Urban
South Evanton,2/7/2019 8:44,7.69,9010000000000.0,11,Urban
Williamsstad,4/26/2019 4:18,18.92,1610000000000.0,59,Urban
Rodneyfort,1/12/2019 6:17,7.05,4240000000000.0,34,Urban
Karenside,4/19/2019 8:42,26.45,9290000000000.0,5,Urban
New Paulton,1/13/2019 18:33,29.9,4090000000000.0,44,Urban
West Robert,1/17/2019 4:56,12.71,8500000000000.0,39,Urban
Jerryton,2/14/2019 19:48,24.49,3080000000000.0,64,Urban
Karenberg,1/16/2019 13:52,41.26,3360000000000.0,22,Urban
Christopherfurt,5/3/2019 12:46,14.43,5640000000000.0,41,Urban
Grahamburgh,3/27/2019 22:14,4.63,7320000000000.0,61,Urban
New Kimberlyborough,3/2/2019 18:56,6.08,3870000000000.0,33,Urban
North Madeline,3/4/2019 22:29,6.19,547000000000.0,19,Urban
North Jason,3/12/2019 21:01,5.76,5110000000000.0,6,Urban
Liumouth,3/16/2019 6:31,34.2,2540000000000.0,69,Urban
New Jacobville,4/21/2019 23:00,13.53,5570000000000.0,50,Urban
Justinberg,4/24/2019 11:33,28.76,6490000000000.0,39,Urban
West Anthony,3/13/2019 8:03,5.03,1180000000000.0,70,Urban
Raymondhaven,1/13/2019 1:03,17.33,2830000000000.0,11,Urban
Royland,3/22/2019 22:02,23.31,2830000000000.0,64,Urban
Rogerston,1/30/2019 21:18,8.87,5690000000000.0,25,Urban
West Anthony,5/3/2019 4:49,21.38,9170000000000.0,70,Urban
Port Frank,4/6/2019 20:51,21.02,9710000000000.0,23,Urban
Lake Jonathanshire,4/11/2019 22:10,12.81,6000000000000.0,5,Urban
South Phillip,1/17/2019 17:45,23.46,2630000000000.0,38,Urban
South Karenland,3/3/2019 7:40,22.44,7460000000000.0,4,Urban
Port Samanthamouth,4/18/2019 14:39,23.56,8730000000000.0,57,Urban
Huntermouth,1/10/2019 9:40,43.01,7580000000000.0,37,Urban
Joneschester,4/22/2019 16:48,9.7,8590000000000.0,39,Urban
West Anthony,4/22/2019 8:14,19.95,1210000000000.0,70,Urban
North Jasmine,4/11/2019 3:38,27.54,5000000000000.0,33,Urban
Reynoldsfurt,3/10/2019 20:10,4.1,5690000000000.0,67,Urban
North Markport,2/22/2019 15:00,16.46,2800000000000.0,22,Urban
Huntermouth,1/9/2019 22:56,15.31,1530000000000.0,37,Urban
Rogerston,3/19/2019 16:58,29.88,3980000000000.0,25,Urban
Deanville,3/5/2019 12:05,11.16,4740000000000.0,49,Urban
Rodneyfort,1/11/2019 14:18,23.21,3430000000000.0,34,Urban
Reynoldsfurt,3/29/2019 17:35,31.43,9920000000000.0,67,Urban
West Josephberg,1/14/2019 18:07,9.71,4730000000000.0,45,Urban
Huntermouth,3/20/2019 0:45,40.55,6750000000000.0,37,Urban
Amandaburgh,4/24/2019 8:02,14.55,7840000000000.0,12,Urban
Port Frank,3/5/2019 0:42,36.35,9210000000000.0,23,Urban
Martinezhaven,1/10/2019 3:37,23.62,5470000000000.0,25,Urban
East Kaylahaven,2/10/2019 12:42,6.69,6070000000000.0,65,Urban
Joneschester,3/10/2019 13:31,22.72,8710000000000.0,39,Urban
West Angela,5/1/2019 19:03,23.23,7770000000000.0,48,Urban
New Paulton,4/24/2019 14:27,32.22,2990000000000.0,44,Urban
Roberthaven,3/5/2019 12:12,5.43,605000000000.0,47,Urban
Port Frank,3/9/2019 16:59,6.5,2110000000000.0,23,Urban
Port Frank,4/4/2019 11:46,39.39,7970000000000.0,23,Urban
Hurleymouth,3/7/2019 12:38,41.96,1680000000000.0,36,Urban
Leahton,3/6/2019 17:06,41.29,3310000000000.0,17,Urban
Johnton,2/7/2019 19:40,30.97,6850000000000.0,27,Urban
Lake Scottton,5/3/2019 15:26,25.68,771000000000.0,58,Urban
Simpsonburgh,1/31/2019 5:16,39.23,3700000000000.0,21,Urban
West Angela,2/21/2019 13:51,29.99,4370000000000.0,48,Urban
Williamsview,4/16/2019 8:23,20.38,8230000000000.0,46,Urban
West Josephberg,4/12/2019 0:11,15.49,5120000000000.0,45,Urban
West Josephberg,2/15/2019 0:51,36.7,8330000000000.0,45,Urban
South Karenland,2/19/2019 2:20,39.59,9830000000000.0,4,Urban
Barajasview,1/2/2019 23:23,36.13,8570000000000.0,26,Urban
East Kaylahaven,1/21/2019 16:07,36.89,2410000000000.0,65,Urban
Loganberg,1/12/2019 5:07,36.82,1080000000000.0,23,Urban
Richardfort,4/22/2019 3:06,39.74,4080000000000.0,38,Urban
Richardfort,1/31/2019 14:51,43.92,4070000000000.0,38,Urban
South Michelleport,4/1/2019 14:50,28.84,8850000000000.0,72,Urban
Barajasview,1/14/2019 11:00,19.81,2380000000000.0,26,Urban
West Heidi,4/18/2019 20:05,32.74,1750000000000.0,28,Urban
Leahton,3/31/2019 2:08,4.65,2200000000000.0,17,Urban
Port Johnbury,1/7/2019 5:43,19.08,8840000000000.0,3,Urban
Justinberg,5/7/2019 20:22,18.74,6400000000000.0,39,Urban
North Barbara,4/10/2019 17:12,10.94,356000000000.0,18,Urban
Barajasview,5/6/2019 1:06,17.63,9230000000000.0,26,Urban
Reynoldsfurt,4/12/2019 1:13,21.18,7470000000000.0,67,Urban
West Christopherberg,2/9/2019 12:25,33.97,4250000000000.0,32,Urban
Leahton,2/23/2019 1:19,7.08,3740000000000.0,17,Urban
Simpsonburgh,3/4/2019 11:08,23.33,1000000000000.0,21,Urban
Port Frank,4/5/2019 7:22,14.21,8370000000000.0,23,Urban
West Heidi,4/17/2019 0:03,8.91,7620000000000.0,28,Urban
Robertport,4/24/2019 23:45,19.73,7440000000000.0,12,Urban
Loganberg,5/5/2019 17:29,30.47,7770000000000.0,23,Urban
West Josephberg,3/23/2019 1:43,33.12,2340000000000.0,45,Urban
West Anthony,4/3/2019 1:47,31.6,4970000000000.0,70,Urban
South Michelleport,4/22/2019 2:38,9.72,2090000000000.0,72,Urban
Amandaburgh,4/5/2019 10:22,25.55,8580000000000.0,12,Urban
Justinberg,4/1/2019 23:46,40.87,8960000000000.0,39,Urban
Joneschester,3/10/2019 8:15,27.91,1270000000000.0,39,Urban
Lake Scottton,1/11/2019 19:18,31.31,9310000000000.0,58,Urban
Rodneyfort,3/24/2019 19:06,31.41,827000000000.0,34,Urban
Pattyland,4/25/2019 14:57,44.39,1720000000000.0,59,Urban
Jerryton,2/28/2019 1:14,36.87,3090000000000.0,64,Urban
Lake Scottton,4/11/2019 4:26,22.03,2030000000000.0,58,Urban
Grahamburgh,4/29/2019 21:20,13.59,3200000000000.0,61,Urban
South Latoya,3/29/2019 22:54,5.93,2620000000000.0,10,Urban
Liumouth,3/27/2019 12:12,44.27,982000000000.0,69,Urban
Hurleymouth,3/2/2019 11:43,34.65,9380000000000.0,36,Urban
West Angela,2/15/2019 8:01,44.12,1960000000000.0,48,Urban
Reynoldsfurt,3/14/2019 16:29,35.65,9910000000000.0,67,Urban
Port Johnbury,3/29/2019 3:22,14.54,3760000000000.0,3,Urban
North Jason,2/15/2019 14:32,17.35,6040000000000.0,6,Urban
North Madeline,4/15/2019 10:02,37.6,3900000000000.0,19,Urban
Simpsonburgh,2/15/2019 9:18,4.63,60590634054.0,21,Urban
Hurleymouth,2/13/2019 17:32,25.72,8760000000000.0,36,Urban
West Robert,3/7/2019 6:32,4.28,2030000000000.0,39,Urban
North Jasmine,4/1/2019 4:31,28.04,5010000000000.0,33,Urban
North Jason,4/5/2019 20:10,32.18,3370000000000.0,6,Urban
South Jack,2/1/2019 11:28,26.72,5060000000000.0,46,Urban
West Heidi,2/9/2019 19:23,39.76,5520000000000.0,28,Urban
West Anthony,4/6/2019 2:25,14.3,7570000000000.0,70,Urban
West Ericstad,3/21/2019 9:28,18.24,4600000000000.0,25,Urban
West Samuelburgh,2/27/2019 6:43,32.73,5620000000000.0,73,Urban
New Jacobville,4/9/2019 8:47,4.95,4490000000000.0,50,Urban
Carriemouth,2/21/2019 15:09,23.48,4760000000000.0,52,Urban
Christopherfurt,3/18/2019 9:24,7.45,4450000000000.0,41,Urban
South Phillip,1/16/2019 3:42,7.08,8460000000000.0,38,Urban
Grahamburgh,1/28/2019 15:40,44.91,259000000000.0,61,Urban
Christopherfurt,3/25/2019 20:35,23.38,500000000000.0,41,Urban
Robertport,4/27/2019 12:31,41.48,6460000000000.0,12,Urban
Justinberg,4/26/2019 8:12,7.68,1070000000000.0,39,Urban
Port Frank,4/5/2019 15:44,36.08,346000000000.0,23,Urban
New Jacobville,4/13/2019 1:18,43.98,9450000000000.0,50,Urban
North Jasmine,2/1/2019 20:17,8.09,416000000000.0,33,Urban
Valentineton,3/18/2019 7:07,36.04,8730000000000.0,45,Urban
Huntermouth,1/6/2019 20:23,28.74,654000000000.0,37,Urban
South Jack,3/8/2019 8:55,17.17,8790000000000.0,46,Urban
New Paulton,3/15/2019 4:48,4.6,9740000000000.0,44,Urban
Williamsstad,4/21/2019 23:26,26.99,8560000000000.0,59,Urban
Jerryton,1/6/2019 12:30,27.71,9040000000000.0,64,Urban
Deanville,1/4/2019 13:30,4.56,6420000000000.0,49,Urban
South Evanton,3/22/2019 5:26,6.58,8380000000000.0,11,Urban
New Kimberlyborough,4/29/2019 7:38,9.08,3170000000000.0,33,Urban
Hurleymouth,3/24/2019 12:04,8.77,8270000000000.0,36,Urban
North Barbara,4/1/2019 0:20,31.72,9790000000000.0,18,Urban
West Angela,2/22/2019 2:22,19.44,3790000000000.0,48,Urban
Karenside,3/15/2019 15:11,31.89,5440000000000.0,5,Urban
South Phillip,5/1/2019 23:05,38.46,3440000000000.0,38,Urban
South Karenland,5/8/2019 11:38,19.77,7840000000000.0,4,Urban
Royland,2/21/2019 22:19,5.95,8420000000000.0,64,Urban
South Phillip,1/20/2019 17:35,24.0,7340000000000.0,38,Urban
South Phillip,5/2/2019 1:04,24.23,123000000000.0,38,Urban
West Gabriel,3/9/2019 4:39,14.41,8740000000000.0,57,Urban
South Karenland,1/14/2019 2:07,24.71,8610000000000.0,4,Urban
Robertport,4/27/2019 10:55,11.42,9230000000000.0,12,Urban
Roberthaven,2/12/2019 7:58,37.0,4700000000000.0,47,Urban
West Christopherberg,1/11/2019 21:37,44.76,2740000000000.0,32,Urban
Robertport,3/21/2019 5:48,8.2,3400000000000.0,12,Urban
West Anthony,2/7/2019 16:55,33.51,4160000000000.0,70,Urban
New Kimberlyborough,2/9/2019 13:28,6.43,6450000000000.0,33,Urban
Loganberg,2/2/2019 23:09,7.12,1270000000000.0,23,Urban
West Samuelburgh,1/11/2019 1:36,25.07,151000000000.0,73,Urban
New Kimberlyborough,4/24/2019 18:35,28.87,7940000000000.0,33,Urban
Roberthaven,4/25/2019 14:14,22.75,7370000000000.0,47,Urban
Barajasview,4/3/2019 15:25,44.15,9600000000000.0,26,Urban
Royland,2/22/2019 22:46,10.19,8900000000000.0,64,Urban
Rogerston,3/14/2019 14:43,10.29,7430000000000.0,25,Urban
Christopherfurt,2/12/2019 14:24,11.7,8490000000000.0,41,Urban
West Gabriel,2/20/2019 6:07,8.44,6910000000000.0,57,Urban
South Karenland,4/18/2019 13:07,8.56,7560000000000.0,4,Urban
Williamsview,4/26/2019 0:30,20.89,2570000000000.0,46,Urban
Deanville,3/5/2019 9:44,42.79,3620000000000.0,49,Urban
West Samuelburgh,1/16/2019 3:43,14.93,502000000000.0,73,Urban
North Barbara,2/14/2019 11:29,4.11,7680000000000.0,18,Urban
Christopherfurt,3/10/2019 7:36,22.65,5000000000000.0,41,Urban
Jerryton,2/1/2019 16:39,37.7,9580000000000.0,64,Urban
South Latoya,2/9/2019 20:42,12.17,9010000000000.0,10,Urban
South Latoya,3/4/2019 12:20,5.04,9880000000000.0,10,Urban
West Gabriel,3/17/2019 4:22,15.95,9300000000000.0,57,Urban
Lake Jonathanshire,1/23/2019 21:43,21.11,7710000000000.0,5,Urban
North Jasmine,2/10/2019 20:19,31.38,4750000000000.0,33,Urban
Raymondhaven,4/15/2019 12:15,6.74,6810000000000.0,11,Urban
Port Johnbury,3/25/2019 2:17,41.61,8060000000000.0,3,Urban
North Barbara,1/17/2019 18:14,18.27,378000000000.0,18,Urban
New Kimberlyborough,1/27/2019 14:49,23.09,5580000000000.0,33,Urban
Carriemouth,2/26/2019 5:24,19.05,1950000000000.0,52,Urban
West Samuelburgh,2/5/2019 21:02,31.94,6730000000000.0,73,Urban
Martinezhaven,2/17/2019 21:48,34.27,234000000000.0,25,Urban
North Barbara,4/30/2019 5:22,28.89,3280000000000.0,18,Urban
Valentineton,2/8/2019 19:05,36.23,6670000000000.0,45,Urban
West Robert,2/9/2019 5:16,26.1,18586563147.0,39,Urban
Roberthaven,4/7/2019 16:53,13.4,4900000000000.0,47,Urban
West Gabriel,4/20/2019 5:31,23.69,4910000000000.0,57,Urban
Karenberg,2/18/2019 19:28,44.08,7220000000000.0,22,Urban
Rogerston,3/8/2019 3:46,17.81,8560000000000.0,25,Urban
West Angela,1/12/2019 1:55,20.46,5240000000000.0,48,Urban
New Kimberlyborough,4/1/2019 12:09,10.76,9130000000000.0,33,Urban
Justinberg,2/20/2019 15:05,31.31,9200000000000.0,39,Urban
South Michelleport,1/2/2019 0:56,37.34,7660000000000.0,72,Urban
South Evanton,1/11/2019 11:02,39.99,9390000000000.0,11,Urban
Johnton,4/11/2019 13:41,33.12,7230000000000.0,27,Urban
Grahamburgh,4/3/2019 13:27,5.09,8560000000000.0,61,Urban
Rogerston,2/16/2019 2:04,20.64,8150000000000.0,25,Urban
South Karenland,4/21/2019 11:42,7.44,3550000000000.0,4,Urban
North Barbara,3/8/2019 9:24,29.15,96327208793.0,18,Urban
Jerryton,3/20/2019 1:28,15.37,932000000000.0,64,Urban
West Christopherberg,4/25/2019 6:22,35.39,7480000000000.0,32,Urban
South Jack,2/13/2019 9:20,32.64,881000000000.0,46,Urban
Port Samanthamouth,1/28/2019 23:59,15.49,3270000000000.0,57,Urban
New Paulton,3/29/2019 19:12,43.79,7070000000000.0,44,Urban
Carriemouth,4/18/2019 17:01,37.63,7740000000000.0,52,Urban
North Jasmine,2/27/2019 1:34,35.31,9250000000000.0,33,Urban
Rogerston,1/16/2019 8:38,31.34,132000000000.0,25,Urban
Port David,2/3/2019 1:11,21.2,571000000000.0,7,Urban
Williamsview,4/11/2019 20:41,33.68,2740000000000.0,46,Urban
South Evanton,4/26/2019 4:37,42.99,4020000000000.0,11,Urban
South Evanton,3/25/2019 15:50,23.48,4600000000000.0,11,Urban
Port David,4/7/2019 23:44,39.51,5960000000000.0,7,Urban
West Christopherberg,2/8/2019 23:04,14.22,3730000000000.0,32,Urban
New Paulton,3/19/2019 23:42,40.2,8200000000000.0,44,Urban
Leahton,2/4/2019 8:07,15.37,9590000000000.0,17,Urban
Valentineton,4/28/2019 9:10,5.73,211000000000.0,45,Urban
Port David,3/14/2019 9:28,9.22,3640000000000.0,7,Urban
West Robert,2/12/2019 1:20,14.8,8060000000000.0,39,Urban
Valentineton,1/2/2019 1:46,34.79,6360000000000.0,45,Urban
Port Johnbury,2/20/2019 4:27,27.1,3560000000000.0,3,Urban
Richardfort,3/4/2019 22:13,14.83,9470000000000.0,38,Urban
Karenberg,1/8/2019 13:51,9.5,1450000000000.0,22,Urban
West Robert,3/14/2019 15:25,18.28,4580000000000.0,39,Urban
New Paulville,2/15/2019 23:58,28.18,2040000000000.0,44,Urban
West Patrickchester,5/3/2019 1:24,44.85,9420000000000.0,25,Urban
Loganberg,4/3/2019 9:30,5.16,9230000000000.0,23,Urban
Pattyland,5/2/2019 20:17,4.23,166000000000.0,59,Urban
West Christopherberg,2/20/2019 15:23,26.9,1240000000000.0,32,Urban
Leahton,2/5/2019 18:06,8.38,5900000000000.0,17,Urban
Richardfort,3/28/2019 19:33,7.75,5540000000000.0,38,Urban
West Anthony,3/11/2019 12:23,41.37,1130000000000.0,70,Urban
East Kaylahaven,4/17/2019 0:28,41.19,632000000000.0,65,Urban
Williamsstad,4/1/2019 17:37,16.83,1520000000000.0,59,Urban
South Phillip,2/12/2019 22:04,23.69,3670000000000.0,38,Urban
West Samuelburgh,1/18/2019 10:57,16.96,3940000000000.0,73,Urban
Royland,3/24/2019 10:24,10.05,2960000000000.0,64,Urban
Justinberg,1/24/2019 10:16,8.83,1860000000000.0,39,Urban
Karenberg,1/30/2019 10:51,8.79,3830000000000.0,22,Urban
North Markport,4/9/2019 14:55,20.23,2580000000000.0,22,Urban
Roberthaven,3/17/2019 14:48,26.71,9350000000000.0,47,Urban
Royland,1/11/2019 14:23,43.07,758000000000.0,64,Urban
Hurleymouth,1/31/2019 2:49,19.23,9540000000000.0,36,Urban
Roberthaven,4/22/2019 4:12,31.29,4100000000000.0,47,Urban
Grahamburgh,3/16/2019 10:03,30.66,4740000000000.0,61,Urban
Johnton,4/26/2019 17:02,4.63,3440000000000.0,27,Urban
Huntermouth,5/7/2019 8:47,25.83,962000000000.0,37,Urban
Pattyland,3/19/2019 20:41,18.17,9390000000000.0,59,Urban
West Robert,4/16/2019 16:16,25.65,3600000000000.0,39,Urban
Leahton,4/13/2019 10:54,18.25,6160000000000.0,17,Urban
Port Frank,4/18/2019 0:39,33.73,2260000000000.0,23,Urban
Port Frank,2/28/2019 7:39,33.83,1260000000000.0,23,Urban
West Josephberg,3/8/2019 21:57,9.54,8120000000000.0,45,Urban
Grahamburgh,2/8/2019 13:28,10.63,3650000000000.0,61,Urban
Williamsstad,5/6/2019 19:34,26.43,8990000000000.0,59,Urban
North Barbara,3/27/2019 9:44,33.4,5620000000000.0,18,Urban
South Phillip,4/17/2019 18:42,42.3,1300000000000.0,38,Urban
Erikaland,2/5/2019 4:51,14.13,9880000000000.0,37,Urban
Port Samanthamouth,1/19/2019 19:54,38.58,2630000000000.0,57,Urban
North Jasmine,4/21/2019 15:15,5.31,2980000000000.0,33,Urban
West Gabriel,4/27/2019 0:34,37.74,7640000000000.0,57,Urban
Rodneyfort,2/6/2019 11:01,27.87,9790000000000.0,34,Urban
New Paulton,4/27/2019 23:26,19.06,200000000000.0,44,Urban
Hurleymouth,4/22/2019 2:31,9.14,5560000000000.0,36,Urban
South Phillip,3/2/2019 7:23,30.62,4980000000000.0,38,Urban
West Ericstad,1/25/2019 20:18,23.27,2130000000000.0,25,Urban
Port Samanthamouth,3/20/2019 5:48,36.7,819000000000.0,57,Urban
West Josephberg,1/17/2019 5:32,7.87,2300000000000.0,45,Urban
Port Angela,3/10/2019 19:24,43.18,1890000000000.0,67,Urban
West Gabriel,4/25/2019 14:28,10.86,8500000000000.0,57,Urban
Hurleymouth,2/15/2019 2:10,42.61,9950000000000.0,36,Urban
Jerryton,4/18/2019 6:08,42.8,2660000000000.0,64,Urban
Lake Danielberg,2/9/2019 19:09,10.62,9240000000000.0,19,Urban
South Phillip,1/14/2019 18:26,41.66,2770000000000.0,38,Urban
West Robert,3/28/2019 15:00,35.88,2850000000000.0,39,Urban
New Kimberlyborough,4/28/2019 12:48,33.35,9500000000000.0,33,Urban
New Paulville,5/2/2019 18:20,12.08,616000000000.0,44,Urban
West Josephberg,4/30/2019 14:45,40.08,5410000000000.0,45,Urban
Erikaland,3/17/2019 16:51,39.58,6420000000000.0,37,Urban
North Madeline,4/8/2019 20:26,25.79,9440000000000.0,19,Urban
West Heidi,4/6/2019 21:40,23.41,9790000000000.0,28,Urban
Reynoldsfurt,2/2/2019 2:52,29.07,1860000000000.0,67,Urban
South Latoya,1/18/2019 6:04,5.69,701000000000.0,10,Urban
Amandaburgh,3/7/2019 2:26,18.76,3420000000000.0,12,Urban
West Josephberg,1/20/2019 1:27,38.39,4400000000000.0,45,Urban
Lake Jonathanshire,1/29/2019 0:19,41.05,6650000000000.0,5,Urban
West Anthony,4/18/2019 23:10,31.16,8480000000000.0,70,Urban
Raymondhaven,4/6/2019 13:52,30.36,8730000000000.0,11,Urban
Hurleymouth,1/11/2019 12:59,37.44,7880000000000.0,36,Urban
Roberthaven,1/28/2019 10:23,21.72,7330000000000.0,47,Urban
New Paulville,4/29/2019 23:05,14.59,3630000000000.0,44,Urban
Robertport,3/26/2019 22:47,13.34,5450000000000.0,12,Urban
Port Frank,1/19/2019 13:08,4.86,5080000000000.0,23,Urban
Rogerston,3/26/2019 4:27,13.97,2820000000000.0,25,Urban
Liumouth,1/16/2019 21:55,6.02,3850000000000.0,69,Urban
Lake Danielberg,1/21/2019 12:52,14.09,9570000000000.0,19,Urban
West Josephberg,3/21/2019 15:44,6.13,2300000000000.0,45,Urban
Leahton,1/15/2019 2:30,21.95,1800000000000.0,17,Urban
Huntermouth,4/3/2019 7:02,29.88,8970000000000.0,37,Urban
Lake Danielberg,5/3/2019 15:35,19.97,554000000000.0,19,Urban
Loganberg,2/21/2019 13:09,7.49,641000000000.0,23,Urban
North Madeline,2/16/2019 15:06,37.75,1450000000000.0,19,Urban
Hurleymouth,4/9/2019 9:17,20.31,2510000000000.0,36,Urban
Port Johnbury,3/30/2019 20:43,19.48,5140000000000.0,3,Urban
Royland,5/7/2019 14:58,36.22,2540000000000.0,64,Urban
Richardfort,2/14/2019 3:27,44.11,2500000000000.0,38,Urban
